landmark,frame,x,y
LEFT_EAR,112,691.14,215.78
LEFT_EAR,113,690.45,212.05
LEFT_EAR,114,680.64,193.51
LEFT_EAR,115,677.18,211.00
LEFT_EAR,116,710.30,213.92
LEFT_EAR,117,723.87,197.12
LEFT_EAR,118,719.75,189.25
LEFT_EAR,119,720.53,186.75
LEFT_EAR,120,701.98,204.07
LEFT_EAR,121,698.72,212.49
LEFT_EAR,122,675.62,204.03
LEFT_EAR,125,638.42,191.90
LEFT_EAR,127,633.19,206.71
LEFT_EAR,128,619.30,217.75
LEFT_EAR,129,622.07,215.98
LEFT_EAR,130,618.87,208.75
LEFT_EAR,131,619.10,207.96
LEFT_EAR,132,627.16,202.95
LEFT_EAR,133,642.39,195.89
LEFT_EAR,134,658.31,188.63
LEFT_EAR,135,678.79,184.84
LEFT_EAR,136,684.56,179.75
LEFT_EAR,137,686.13,178.97
LEFT_EAR,138,693.70,173.13
LEFT_EAR,140,704.50,160.71
LEFT_EAR,141,702.92,159.43
LEFT_EAR,142,704.66,153.93
LEFT_EAR,143,704.99,153.80
LEFT_EAR,144,696.98,150.70
LEFT_EAR,145,688.98,149.20
LEFT_EAR,146,691.08,145.60
LEFT_EAR,147,689.63,144.53
LEFT_EAR,148,688.56,139.11
LEFT_EAR,149,687.40,140.41
LEFT_EAR,150,689.16,137.99
LEFT_EAR,151,682.48,140.36
LEFT_EAR,152,678.01,143.04
LEFT_EAR,153,678.10,148.96
LEFT_EAR,154,678.76,150.37
LEFT_EAR,155,698.48,150.65
LEFT_EAR,156,695.94,148.59
LEFT_EAR,157,703.03,151.88
LEFT_EAR,158,700.83,152.21
LEFT_EAR,159,707.89,155.63
LEFT_EAR,160,707.99,155.66
LEFT_EAR,161,714.24,158.96
LEFT_EAR,162,718.46,159.78
LEFT_EAR,163,719.36,162.42
LEFT_EAR,164,714.18,165.49
LEFT_EAR,165,716.17,169.53
LEFT_EAR,166,715.73,169.37
LEFT_EAR,167,713.70,172.21
LEFT_EAR,168,709.83,171.32
LEFT_EAR,169,704.85,173.57
LEFT_EAR,170,694.33,172.03
LEFT_EAR,171,688.20,170.24
LEFT_EAR,172,688.35,170.21
LEFT_EAR,173,676.55,171.63
LEFT_EAR,174,672.51,170.47
LEFT_EAR,175,653.77,173.77
LEFT_EAR,176,643.31,174.50
LEFT_EAR,177,643.09,177.91
LEFT_EAR,178,643.04,178.05
LEFT_EAR,179,642.79,178.23
LEFT_EAR,180,652.43,183.97
LEFT_EAR,181,646.80,180.24
LEFT_EAR,182,650.79,179.18
LEFT_EAR,183,654.60,180.19
RIGHT_EAR,0,618.04,320.01
RIGHT_EAR,1,556.51,305.32
RIGHT_EAR,2,556.38,305.86
RIGHT_EAR,3,538.75,312.02
RIGHT_EAR,4,538.84,303.13
RIGHT_EAR,5,547.02,298.41
RIGHT_EAR,6,576.99,284.18
RIGHT_EAR,7,611.41,268.01
RIGHT_EAR,8,611.30,267.89
RIGHT_EAR,9,642.39,247.77
RIGHT_EAR,10,671.07,237.22
RIGHT_EAR,11,675.37,222.12
RIGHT_EAR,12,672.44,208.68
RIGHT_EAR,13,657.33,194.00
RIGHT_EAR,14,661.41,193.59
RIGHT_EAR,15,646.73,184.51
RIGHT_EAR,16,632.93,174.53
RIGHT_EAR,17,621.66,158.06
RIGHT_EAR,18,599.18,152.11
RIGHT_EAR,19,593.51,152.80
RIGHT_EAR,20,593.89,151.85
RIGHT_EAR,21,594.02,150.66
RIGHT_EAR,22,594.11,151.21
RIGHT_EAR,23,594.78,152.62
RIGHT_EAR,24,594.41,158.69
RIGHT_EAR,25,603.25,156.99
RIGHT_EAR,26,604.41,156.69
RIGHT_EAR,27,619.67,157.04
RIGHT_EAR,28,646.26,167.82
RIGHT_EAR,29,652.90,168.20
RIGHT_EAR,30,660.66,175.06
RIGHT_EAR,31,649.83,184.05
RIGHT_EAR,32,649.71,183.97
RIGHT_EAR,33,625.45,185.19
RIGHT_EAR,34,565.87,180.68
RIGHT_EAR,35,555.38,193.85
RIGHT_EAR,36,548.08,196.81
RIGHT_EAR,37,552.03,204.26
RIGHT_EAR,38,552.23,204.04
RIGHT_EAR,39,578.56,215.29
RIGHT_EAR,40,621.39,175.08
RIGHT_EAR,41,664.67,218.07
RIGHT_EAR,42,691.60,221.24
RIGHT_EAR,43,693.76,223.09
RIGHT_EAR,44,690.62,225.97
RIGHT_EAR,45,609.65,220.35
RIGHT_EAR,46,596.73,229.15
RIGHT_EAR,47,556.10,214.15
RIGHT_EAR,48,524.49,225.24
RIGHT_EAR,49,524.47,225.18
RIGHT_EAR,50,523.66,227.85
RIGHT_EAR,51,560.32,209.24
RIGHT_EAR,52,595.42,206.70
RIGHT_EAR,53,648.04,211.56
RIGHT_EAR,54,663.03,201.32
RIGHT_EAR,55,662.58,201.29
RIGHT_EAR,56,668.23,192.87
RIGHT_EAR,57,647.55,178.13
RIGHT_EAR,58,617.08,165.52
RIGHT_EAR,59,598.58,152.64
RIGHT_EAR,60,595.83,150.08
RIGHT_EAR,61,594.68,151.20
RIGHT_EAR,62,596.38,150.77
RIGHT_EAR,63,603.68,151.72
RIGHT_EAR,64,629.16,140.93
RIGHT_EAR,65,645.64,139.16
RIGHT_EAR,66,652.17,138.25
RIGHT_EAR,67,652.38,138.64
RIGHT_EAR,68,631.73,153.68
RIGHT_EAR,69,620.00,145.48
RIGHT_EAR,70,573.13,146.28
RIGHT_EAR,71,568.46,155.09
RIGHT_EAR,72,572.07,144.02
RIGHT_EAR,73,572.62,145.00
RIGHT_EAR,74,586.48,145.77
RIGHT_EAR,75,593.58,141.98
RIGHT_EAR,76,616.89,142.95
RIGHT_EAR,77,636.38,136.18
RIGHT_EAR,78,636.59,135.72
RIGHT_EAR,79,644.28,136.59
RIGHT_EAR,80,648.61,138.45
RIGHT_EAR,83,614.76,158.56
RIGHT_EAR,84,608.15,155.98
RIGHT_EAR,85,615.76,179.75
RIGHT_EAR,86,617.77,178.11
RIGHT_EAR,87,618.29,165.15
RIGHT_EAR,89,653.63,173.71
RIGHT_EAR,90,653.15,173.68
RIGHT_EAR,91,643.73,185.42
RIGHT_EAR,92,653.88,184.69
RIGHT_EAR,93,660.01,184.42
RIGHT_EAR,94,670.72,185.10
RIGHT_EAR,95,643.29,177.00
RIGHT_EAR,96,656.18,187.93
RIGHT_EAR,97,661.26,188.85
RIGHT_EAR,98,658.11,194.33
RIGHT_EAR,99,654.08,202.42
RIGHT_EAR,103,621.81,188.45
RIGHT_EAR,104,611.50,209.93
RIGHT_EAR,105,615.03,212.01
RIGHT_EAR,106,612.93,207.84
RIGHT_EAR,107,611.94,210.58
RIGHT_EAR,108,614.82,210.21
RIGHT_EAR,109,620.56,205.43
RIGHT_EAR,111,673.28,180.02
RIGHT_EAR,112,679.90,205.81
RIGHT_EAR,113,679.23,202.80
RIGHT_EAR,114,694.52,193.75
RIGHT_EAR,115,701.05,207.27
RIGHT_EAR,116,715.07,215.64
RIGHT_EAR,117,717.19,201.77
RIGHT_EAR,118,723.12,191.99
RIGHT_EAR,119,722.69,192.08
RIGHT_EAR,120,705.58,203.46
RIGHT_EAR,121,701.89,213.02
RIGHT_EAR,122,693.11,217.74
RIGHT_EAR,125,668.91,186.12
RIGHT_EAR,127,662.38,206.29
RIGHT_EAR,128,649.98,223.17
RIGHT_EAR,129,651.23,220.67
RIGHT_EAR,130,640.78,211.17
RIGHT_EAR,131,639.90,210.47
RIGHT_EAR,132,637.33,203.97
RIGHT_EAR,133,647.65,198.90
RIGHT_EAR,134,661.48,192.66
RIGHT_EAR,135,671.49,180.06
RIGHT_EAR,136,681.99,180.31
RIGHT_EAR,137,681.58,177.81
RIGHT_EAR,138,684.23,172.49
RIGHT_EAR,140,674.69,172.29
RIGHT_EAR,141,676.74,169.86
RIGHT_EAR,142,672.62,167.91
RIGHT_EAR,143,672.31,167.79
RIGHT_EAR,144,670.89,164.01
RIGHT_EAR,145,671.36,161.29
RIGHT_EAR,146,670.94,158.35
RIGHT_EAR,147,676.88,153.33
RIGHT_EAR,148,683.99,142.67
RIGHT_EAR,149,683.60,143.02
RIGHT_EAR,150,690.75,138.70
RIGHT_EAR,151,703.87,139.02
RIGHT_EAR,152,704.80,138.39
RIGHT_EAR,153,708.22,145.34
RIGHT_EAR,154,705.70,146.56
RIGHT_EAR,155,701.46,150.59
RIGHT_EAR,156,706.41,147.58
RIGHT_EAR,157,703.60,150.99
RIGHT_EAR,158,699.28,150.23
RIGHT_EAR,159,693.10,153.05
RIGHT_EAR,160,693.28,152.97
RIGHT_EAR,161,687.42,155.52
RIGHT_EAR,162,688.56,154.65
RIGHT_EAR,163,694.06,157.29
RIGHT_EAR,164,704.11,163.85
RIGHT_EAR,165,708.12,168.88
RIGHT_EAR,166,708.04,168.71
RIGHT_EAR,167,709.32,172.55
RIGHT_EAR,168,708.10,171.52
RIGHT_EAR,169,702.74,174.45
RIGHT_EAR,170,700.98,174.69
RIGHT_EAR,171,693.48,174.17
RIGHT_EAR,172,693.55,174.09
RIGHT_EAR,173,688.73,174.98
RIGHT_EAR,174,682.53,173.41
RIGHT_EAR,175,680.81,174.84
RIGHT_EAR,176,675.43,176.73
RIGHT_EAR,177,670.15,177.43
RIGHT_EAR,178,670.02,177.51
RIGHT_EAR,179,661.68,175.16
RIGHT_EAR,180,657.80,182.13
RIGHT_EAR,181,658.15,177.22
RIGHT_EAR,182,652.04,178.78
RIGHT_EAR,183,651.55,180.92
MOUTH_LEFT,0,602.57,325.77
MOUTH_LEFT,1,548.52,322.42
MOUTH_LEFT,2,548.86,323.94
MOUTH_LEFT,3,540.43,335.39
MOUTH_LEFT,4,539.31,328.69
MOUTH_LEFT,5,551.49,326.04
MOUTH_LEFT,6,592.27,304.58
MOUTH_LEFT,7,626.77,288.77
MOUTH_LEFT,8,627.42,288.48
MOUTH_LEFT,9,655.02,269.12
MOUTH_LEFT,10,682.78,258.51
MOUTH_LEFT,11,687.62,246.60
MOUTH_LEFT,12,679.76,231.60
MOUTH_LEFT,13,670.56,213.70
MOUTH_LEFT,14,670.13,213.44
MOUTH_LEFT,15,647.12,199.71
MOUTH_LEFT,16,620.31,188.23
MOUTH_LEFT,17,605.66,171.58
MOUTH_LEFT,18,585.32,172.51
MOUTH_LEFT,19,588.02,174.06
MOUTH_LEFT,20,587.24,174.00
MOUTH_LEFT,21,587.24,173.26
MOUTH_LEFT,22,586.65,175.40
MOUTH_LEFT,23,591.83,175.87
MOUTH_LEFT,24,609.07,179.13
MOUTH_LEFT,25,623.49,170.83
MOUTH_LEFT,26,624.10,169.82
MOUTH_LEFT,27,637.70,175.64
MOUTH_LEFT,28,655.61,182.94
MOUTH_LEFT,29,662.56,192.96
MOUTH_LEFT,30,664.11,197.38
MOUTH_LEFT,31,651.99,200.20
MOUTH_LEFT,32,651.91,200.19
MOUTH_LEFT,33,616.01,192.01
MOUTH_LEFT,34,561.15,203.02
MOUTH_LEFT,35,551.15,207.58
MOUTH_LEFT,36,546.72,223.47
MOUTH_LEFT,37,555.37,226.98
MOUTH_LEFT,38,555.35,227.60
MOUTH_LEFT,39,593.09,225.84
MOUTH_LEFT,40,631.76,178.06
MOUTH_LEFT,41,670.23,240.35
MOUTH_LEFT,42,693.30,249.47
MOUTH_LEFT,43,694.71,248.26
MOUTH_LEFT,44,689.75,251.29
MOUTH_LEFT,45,575.74,218.21
MOUTH_LEFT,46,590.28,239.77
MOUTH_LEFT,47,549.51,237.46
MOUTH_LEFT,48,527.18,253.00
MOUTH_LEFT,49,527.12,253.00
MOUTH_LEFT,50,530.84,250.16
MOUTH_LEFT,51,567.78,211.46
MOUTH_LEFT,52,600.96,213.58
MOUTH_LEFT,53,652.25,231.79
MOUTH_LEFT,54,664.10,221.42
MOUTH_LEFT,55,664.03,221.75
MOUTH_LEFT,56,656.87,201.27
MOUTH_LEFT,57,634.10,184.63
MOUTH_LEFT,58,602.14,171.70
MOUTH_LEFT,59,580.14,170.87
MOUTH_LEFT,60,586.93,168.76
MOUTH_LEFT,61,587.15,170.62
MOUTH_LEFT,62,611.87,165.01
MOUTH_LEFT,63,635.06,162.77
MOUTH_LEFT,64,652.18,158.07
MOUTH_LEFT,65,665.28,157.86
MOUTH_LEFT,66,662.43,160.67
MOUTH_LEFT,67,661.91,161.32
MOUTH_LEFT,68,624.37,165.70
MOUTH_LEFT,69,602.87,155.44
MOUTH_LEFT,70,559.62,161.06
MOUTH_LEFT,71,550.66,174.01
MOUTH_LEFT,72,562.03,164.93
MOUTH_LEFT,73,563.30,165.35
MOUTH_LEFT,74,578.22,167.83
MOUTH_LEFT,75,615.32,164.10
MOUTH_LEFT,76,619.36,159.64
MOUTH_LEFT,77,655.31,153.32
MOUTH_LEFT,78,654.59,153.03
MOUTH_LEFT,79,665.23,153.09
MOUTH_LEFT,80,660.02,151.76
MOUTH_LEFT,83,595.43,168.15
MOUTH_LEFT,84,584.74,166.64
MOUTH_LEFT,85,597.91,180.23
MOUTH_LEFT,86,601.92,175.21
MOUTH_LEFT,87,603.71,160.99
MOUTH_LEFT,89,660.02,178.70
MOUTH_LEFT,90,660.01,178.88
MOUTH_LEFT,91,653.84,188.30
MOUTH_LEFT,92,666.67,191.46
MOUTH_LEFT,93,676.27,183.76
MOUTH_LEFT,94,685.05,191.06
MOUTH_LEFT,95,653.31,181.71
MOUTH_LEFT,96,665.44,184.96
MOUTH_LEFT,97,673.48,180.54
MOUTH_LEFT,98,670.92,174.57
MOUTH_LEFT,99,660.44,179.26
MOUTH_LEFT,103,605.47,187.41
MOUTH_LEFT,104,591.49,212.33
MOUTH_LEFT,105,595.30,214.93
MOUTH_LEFT,106,589.68,194.33
MOUTH_LEFT,107,590.54,202.86
MOUTH_LEFT,108,592.80,201.31
MOUTH_LEFT,109,601.12,192.45
MOUTH_LEFT,111,677.83,203.30
MOUTH_LEFT,112,684.02,207.69
MOUTH_LEFT,113,685.35,208.23
MOUTH_LEFT,114,676.96,205.29
MOUTH_LEFT,115,677.94,212.94
MOUTH_LEFT,116,715.86,218.90
MOUTH_LEFT,117,731.83,205.71
MOUTH_LEFT,118,735.25,196.44
MOUTH_LEFT,119,737.33,193.83
MOUTH_LEFT,120,709.55,189.94
MOUTH_LEFT,121,713.98,191.97
MOUTH_LEFT,122,698.79,191.36
MOUTH_LEFT,125,639.23,199.14
MOUTH_LEFT,127,644.48,211.19
MOUTH_LEFT,128,633.93,221.32
MOUTH_LEFT,129,634.20,216.69
MOUTH_LEFT,130,619.59,207.91
MOUTH_LEFT,131,619.95,207.43
MOUTH_LEFT,132,620.46,200.52
MOUTH_LEFT,133,628.53,185.78
MOUTH_LEFT,134,645.53,177.30
MOUTH_LEFT,135,662.88,173.52
MOUTH_LEFT,136,663.00,176.75
MOUTH_LEFT,137,664.20,173.82
MOUTH_LEFT,138,669.21,171.70
MOUTH_LEFT,140,686.92,166.02
MOUTH_LEFT,141,690.54,155.25
MOUTH_LEFT,142,696.02,151.10
MOUTH_LEFT,143,695.90,151.22
MOUTH_LEFT,144,697.55,151.44
MOUTH_LEFT,145,699.55,154.58
MOUTH_LEFT,146,704.99,157.61
MOUTH_LEFT,147,710.54,154.86
MOUTH_LEFT,148,713.67,148.16
MOUTH_LEFT,149,712.93,149.33
MOUTH_LEFT,150,712.06,149.13
MOUTH_LEFT,151,702.35,150.55
MOUTH_LEFT,152,695.35,153.75
MOUTH_LEFT,153,689.48,160.15
MOUTH_LEFT,154,688.29,163.05
MOUTH_LEFT,155,699.56,165.16
MOUTH_LEFT,156,688.29,165.13
MOUTH_LEFT,157,683.89,165.98
MOUTH_LEFT,158,679.22,166.10
MOUTH_LEFT,159,684.50,170.37
MOUTH_LEFT,160,684.62,170.39
MOUTH_LEFT,161,695.62,174.77
MOUTH_LEFT,162,709.63,175.71
MOUTH_LEFT,163,720.70,180.06
MOUTH_LEFT,164,728.22,183.98
MOUTH_LEFT,165,731.49,185.59
MOUTH_LEFT,166,731.51,185.73
MOUTH_LEFT,167,732.39,187.54
MOUTH_LEFT,168,729.12,187.50
MOUTH_LEFT,169,722.48,189.56
MOUTH_LEFT,170,711.41,189.80
MOUTH_LEFT,171,705.05,189.13
MOUTH_LEFT,172,705.03,189.28
MOUTH_LEFT,173,693.06,190.01
MOUTH_LEFT,174,690.26,185.10
MOUTH_LEFT,175,669.82,186.54
MOUTH_LEFT,176,656.94,188.64
MOUTH_LEFT,177,651.03,189.13
MOUTH_LEFT,178,650.89,189.32
MOUTH_LEFT,179,642.59,193.00
MOUTH_LEFT,180,644.19,201.98
MOUTH_LEFT,181,641.61,198.72
MOUTH_LEFT,182,637.95,197.47
MOUTH_LEFT,183,638.38,198.16
MOUTH_RIGHT,0,610.33,326.84
MOUTH_RIGHT,1,551.07,323.50
MOUTH_RIGHT,2,551.43,323.32
MOUTH_RIGHT,3,542.15,334.91
MOUTH_RIGHT,4,539.13,328.57
MOUTH_RIGHT,5,546.85,325.69
MOUTH_RIGHT,6,583.91,304.63
MOUTH_RIGHT,7,618.79,289.56
MOUTH_RIGHT,8,619.57,289.36
MOUTH_RIGHT,9,650.01,269.09
MOUTH_RIGHT,10,682.08,258.08
MOUTH_RIGHT,11,686.46,246.03
MOUTH_RIGHT,12,679.41,231.37
MOUTH_RIGHT,13,669.65,214.43
MOUTH_RIGHT,14,670.51,213.95
MOUTH_RIGHT,15,650.50,200.46
MOUTH_RIGHT,16,625.43,188.31
MOUTH_RIGHT,17,612.01,171.39
MOUTH_RIGHT,18,587.78,173.52
MOUTH_RIGHT,19,588.18,174.54
MOUTH_RIGHT,20,587.99,174.33
MOUTH_RIGHT,21,585.97,174.04
MOUTH_RIGHT,22,584.74,176.01
MOUTH_RIGHT,23,589.00,177.75
MOUTH_RIGHT,24,599.78,180.67
MOUTH_RIGHT,25,617.15,172.91
MOUTH_RIGHT,26,618.12,172.05
MOUTH_RIGHT,27,631.91,175.64
MOUTH_RIGHT,28,655.17,184.04
MOUTH_RIGHT,29,661.24,192.11
MOUTH_RIGHT,30,665.12,197.50
MOUTH_RIGHT,31,653.05,200.61
MOUTH_RIGHT,32,652.95,200.58
MOUTH_RIGHT,33,621.08,193.32
MOUTH_RIGHT,34,561.27,203.58
MOUTH_RIGHT,35,550.17,209.04
MOUTH_RIGHT,36,546.13,224.26
MOUTH_RIGHT,37,554.07,228.12
MOUTH_RIGHT,38,554.18,228.38
MOUTH_RIGHT,39,588.11,231.44
MOUTH_RIGHT,40,632.38,177.45
MOUTH_RIGHT,41,668.33,239.56
MOUTH_RIGHT,42,692.05,248.85
MOUTH_RIGHT,43,693.90,248.15
MOUTH_RIGHT,44,689.82,251.12
MOUTH_RIGHT,45,591.58,228.05
MOUTH_RIGHT,46,587.64,241.64
MOUTH_RIGHT,47,549.95,237.79
MOUTH_RIGHT,48,526.68,253.01
MOUTH_RIGHT,49,526.63,252.98
MOUTH_RIGHT,50,529.90,252.90
MOUTH_RIGHT,51,568.91,211.11
MOUTH_RIGHT,52,602.59,213.69
MOUTH_RIGHT,53,650.59,232.33
MOUTH_RIGHT,54,663.64,221.41
MOUTH_RIGHT,55,663.48,221.69
MOUTH_RIGHT,56,659.82,204.02
MOUTH_RIGHT,57,637.31,186.31
MOUTH_RIGHT,58,601.23,172.33
MOUTH_RIGHT,59,580.53,171.20
MOUTH_RIGHT,60,583.80,168.63
MOUTH_RIGHT,61,583.04,170.50
MOUTH_RIGHT,62,603.20,167.16
MOUTH_RIGHT,63,622.39,166.11
MOUTH_RIGHT,64,646.02,158.55
MOUTH_RIGHT,65,663.10,157.92
MOUTH_RIGHT,66,662.12,160.36
MOUTH_RIGHT,67,661.73,161.08
MOUTH_RIGHT,68,624.00,165.46
MOUTH_RIGHT,69,610.55,155.56
MOUTH_RIGHT,70,559.73,161.83
MOUTH_RIGHT,71,553.41,173.78
MOUTH_RIGHT,72,560.14,164.27
MOUTH_RIGHT,73,561.48,164.61
MOUTH_RIGHT,74,575.07,167.03
MOUTH_RIGHT,75,602.56,166.30
MOUTH_RIGHT,76,614.80,158.72
MOUTH_RIGHT,77,651.96,153.60
MOUTH_RIGHT,78,651.27,153.27
MOUTH_RIGHT,79,664.45,153.22
MOUTH_RIGHT,80,660.81,151.33
MOUTH_RIGHT,83,603.49,168.27
MOUTH_RIGHT,84,592.51,167.03
MOUTH_RIGHT,85,603.05,183.31
MOUTH_RIGHT,86,604.71,177.42
MOUTH_RIGHT,87,604.90,161.68
MOUTH_RIGHT,89,655.25,174.84
MOUTH_RIGHT,90,655.14,174.87
MOUTH_RIGHT,91,648.08,187.24
MOUTH_RIGHT,92,658.94,190.57
MOUTH_RIGHT,93,668.53,184.80
MOUTH_RIGHT,94,680.80,188.99
MOUTH_RIGHT,95,651.70,185.14
MOUTH_RIGHT,96,664.85,189.47
MOUTH_RIGHT,97,672.40,181.43
MOUTH_RIGHT,98,670.92,174.96
MOUTH_RIGHT,99,663.33,181.41
MOUTH_RIGHT,103,613.63,186.80
MOUTH_RIGHT,104,602.29,212.75
MOUTH_RIGHT,105,606.24,213.77
MOUTH_RIGHT,106,599.95,194.22
MOUTH_RIGHT,107,596.34,200.99
MOUTH_RIGHT,108,600.75,199.88
MOUTH_RIGHT,109,604.41,189.60
MOUTH_RIGHT,111,680.48,199.98
MOUTH_RIGHT,112,681.19,203.39
MOUTH_RIGHT,113,681.37,204.19
MOUTH_RIGHT,114,684.54,205.36
MOUTH_RIGHT,115,689.06,213.50
MOUTH_RIGHT,116,715.50,218.89
MOUTH_RIGHT,117,730.42,205.40
MOUTH_RIGHT,118,739.79,199.22
MOUTH_RIGHT,119,733.31,190.29
MOUTH_RIGHT,120,709.81,189.75
MOUTH_RIGHT,121,714.09,192.19
MOUTH_RIGHT,122,704.59,194.75
MOUTH_RIGHT,125,650.33,197.31
MOUTH_RIGHT,127,653.82,210.41
MOUTH_RIGHT,128,644.56,223.03
MOUTH_RIGHT,129,645.88,218.23
MOUTH_RIGHT,130,629.17,208.12
MOUTH_RIGHT,131,629.14,207.93
MOUTH_RIGHT,132,624.59,200.84
MOUTH_RIGHT,133,630.28,186.62
MOUTH_RIGHT,134,646.71,178.58
MOUTH_RIGHT,135,660.38,171.76
MOUTH_RIGHT,136,662.62,177.18
MOUTH_RIGHT,137,663.14,174.05
MOUTH_RIGHT,138,665.47,171.86
MOUTH_RIGHT,140,677.90,169.35
MOUTH_RIGHT,141,682.09,159.20
MOUTH_RIGHT,142,684.85,156.51
MOUTH_RIGHT,143,684.49,156.61
MOUTH_RIGHT,144,689.17,155.87
MOUTH_RIGHT,145,692.82,158.67
MOUTH_RIGHT,146,699.78,162.35
MOUTH_RIGHT,147,707.10,157.14
MOUTH_RIGHT,148,711.72,149.28
MOUTH_RIGHT,149,711.32,150.08
MOUTH_RIGHT,150,712.41,149.04
MOUTH_RIGHT,151,707.49,149.96
MOUTH_RIGHT,152,702.27,152.32
MOUTH_RIGHT,153,697.13,158.88
MOUTH_RIGHT,154,695.31,160.27
MOUTH_RIGHT,155,699.90,165.25
MOUTH_RIGHT,156,690.38,165.15
MOUTH_RIGHT,157,683.49,165.25
MOUTH_RIGHT,158,678.10,165.12
MOUTH_RIGHT,159,679.66,169.57
MOUTH_RIGHT,160,679.75,169.48
MOUTH_RIGHT,161,683.19,172.64
MOUTH_RIGHT,162,699.01,173.71
MOUTH_RIGHT,163,712.46,180.03
MOUTH_RIGHT,164,725.76,182.54
MOUTH_RIGHT,165,729.43,185.49
MOUTH_RIGHT,166,729.52,185.52
MOUTH_RIGHT,167,730.42,187.91
MOUTH_RIGHT,168,728.25,187.91
MOUTH_RIGHT,169,722.09,189.33
MOUTH_RIGHT,170,713.19,189.94
MOUTH_RIGHT,171,707.03,189.47
MOUTH_RIGHT,172,707.00,189.62
MOUTH_RIGHT,173,696.36,190.11
MOUTH_RIGHT,174,693.22,185.59
MOUTH_RIGHT,175,676.28,186.50
MOUTH_RIGHT,176,666.01,189.67
MOUTH_RIGHT,177,658.84,189.85
MOUTH_RIGHT,178,658.67,190.00
MOUTH_RIGHT,179,647.71,192.99
MOUTH_RIGHT,180,644.99,202.08
MOUTH_RIGHT,181,644.19,199.07
MOUTH_RIGHT,182,638.64,197.56
MOUTH_RIGHT,183,637.13,198.18
LEFT_SHOULDER,0,566.13,345.82
LEFT_SHOULDER,1,557.16,328.97
LEFT_SHOULDER,2,556.34,329.01
LEFT_SHOULDER,3,561.89,334.88
LEFT_SHOULDER,4,584.98,333.55
LEFT_SHOULDER,5,628.58,333.81
LEFT_SHOULDER,6,654.82,310.92
LEFT_SHOULDER,7,674.99,296.36
LEFT_SHOULDER,8,674.90,296.45
LEFT_SHOULDER,9,677.22,290.02
LEFT_SHOULDER,10,658.94,275.23
LEFT_SHOULDER,11,648.17,265.19
LEFT_SHOULDER,12,625.81,244.65
LEFT_SHOULDER,13,600.33,224.08
LEFT_SHOULDER,14,599.48,224.67
LEFT_SHOULDER,15,573.36,218.49
LEFT_SHOULDER,16,567.65,207.90
LEFT_SHOULDER,17,576.32,196.44
LEFT_SHOULDER,18,601.33,188.25
LEFT_SHOULDER,19,620.39,188.01
LEFT_SHOULDER,20,619.56,187.54
LEFT_SHOULDER,21,666.68,171.91
LEFT_SHOULDER,22,679.84,175.10
LEFT_SHOULDER,23,680.67,172.52
LEFT_SHOULDER,24,671.90,174.58
LEFT_SHOULDER,25,647.00,177.88
LEFT_SHOULDER,26,643.01,177.59
LEFT_SHOULDER,27,632.13,196.69
LEFT_SHOULDER,28,582.40,176.73
LEFT_SHOULDER,29,654.02,218.60
LEFT_SHOULDER,30,561.42,183.79
LEFT_SHOULDER,31,567.54,188.56
LEFT_SHOULDER,32,567.40,188.64
LEFT_SHOULDER,33,583.42,213.07
LEFT_SHOULDER,34,602.01,199.04
LEFT_SHOULDER,35,624.24,194.30
LEFT_SHOULDER,36,639.69,199.07
LEFT_SHOULDER,37,642.13,201.47
LEFT_SHOULDER,38,644.07,201.34
LEFT_SHOULDER,39,640.20,211.63
LEFT_SHOULDER,40,624.63,217.79
LEFT_SHOULDER,41,638.55,250.32
LEFT_SHOULDER,42,659.77,271.02
LEFT_SHOULDER,43,612.15,212.31
LEFT_SHOULDER,44,657.09,263.02
LEFT_SHOULDER,45,590.74,236.28
LEFT_SHOULDER,46,603.57,254.27
LEFT_SHOULDER,47,591.36,228.55
LEFT_SHOULDER,48,590.72,230.57
LEFT_SHOULDER,49,581.35,241.37
LEFT_SHOULDER,50,613.65,213.91
LEFT_SHOULDER,51,610.52,218.78
LEFT_SHOULDER,52,602.02,233.51
LEFT_SHOULDER,53,594.93,209.29
LEFT_SHOULDER,54,577.81,200.66
LEFT_SHOULDER,55,577.64,200.66
LEFT_SHOULDER,56,575.45,195.01
LEFT_SHOULDER,57,600.08,208.96
LEFT_SHOULDER,58,600.18,197.84
LEFT_SHOULDER,59,606.30,203.43
LEFT_SHOULDER,60,649.36,195.04
LEFT_SHOULDER,61,645.98,195.54
LEFT_SHOULDER,62,672.00,191.92
LEFT_SHOULDER,63,680.87,187.47
LEFT_SHOULDER,64,662.91,192.20
LEFT_SHOULDER,65,629.87,188.92
LEFT_SHOULDER,66,610.54,183.40
LEFT_SHOULDER,67,609.47,182.50
LEFT_SHOULDER,68,641.97,193.74
LEFT_SHOULDER,69,558.51,191.14
LEFT_SHOULDER,70,580.96,193.54
LEFT_SHOULDER,71,587.39,192.02
LEFT_SHOULDER,72,600.70,187.47
LEFT_SHOULDER,73,598.38,188.49
LEFT_SHOULDER,74,611.92,193.93
LEFT_SHOULDER,75,654.06,188.26
LEFT_SHOULDER,76,664.69,188.54
LEFT_SHOULDER,77,665.30,198.11
LEFT_SHOULDER,78,665.87,198.88
LEFT_SHOULDER,79,645.74,195.48
LEFT_SHOULDER,80,627.33,196.60
